Year,Year2021Num,TherOrGeneral,PaperLanguage,LanguageOfCORE,OpenAccess,Empirical,AssessmentStructure,DataAvailable,EmbeddedInTherapy,WhichCOREInstruments,FormatOfMeasure,OtherMeasureNames,Countries,AgeGroups,GenderCategories,Author,DOI,URL,ref,shinyID,TitleExcel,OtherMeasureNamesLwr,inclYP,inclOP,cite,Foci
2021,2021,Treatment,English,Italian,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",Y,N,CORE-OM;,Unknown;,Operationalized Psychodynamic Diagnosis system (OPD-2),Italy,NA,Men;Women,"messina, irene; scottà, francesco; marchi, arianna; benelli, enrico; grecucci, alessandro; sambin, marco",10.3389/fpsyg.2021.618762,<a href='https://www.frontiersin.org/articles/10.3389/fpsyg.2021.618762/full' target='_blank' >https://www.frontiersin.org/articles/10.3389/fpsyg.2021.618762/full</a>,"Messina, Irene, Scottà, Francesco ... Sambin, Marco (2021) Case report: Individualization of intensive transactional analysis psychotherapy on the basis of ego strength. Frontiers in Psychology 12:618762",2021_056,case report: individualization of intensive transactional analysis psychotherapy on the basis of ego strength,operationalized psychodynamic diagnosis system (opd-2),NA,NA,"Messina, Irene, Scottà, Francesco ... Sambin, Marco (2021)",Anxiety
2021,2021,Treatment,English,NA,N,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,NA,NA,NA,Not applicable,"mindel, charlotte; oppong, crystal; jacob, jenna",10.1002/capr.12405,<a href='https://onlinelibrary.wiley.com/doi/10.1002/capr.12405' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1002/capr.12405</a>,"Mindel, Charlotte, Oppong, Crystal ... Jacob, Jenna (2021) Exploring the experiences of young people completing the YP‐CORE to capture clinical need on a digital counselling platform. Counselling and Psychotherapy Research 21:21(4):923-933",2021_057,exploring the experiences of young people completing the yp-core to capture clinical need on a digital counselling platform,NA,NA,NA,"Mindel, Charlotte, Oppong, Crystal ... Jacob, Jenna (2021)",
2021,2021,Treatment,English,English,N,Empirical,Only once,Y,N,YP-CORE;,Electronic/automated instruments;,"Strengths and Difficulties Questionnaire (SDQ),Short Warwick-Edinburgh Mental Wellbeing Scale (SWEMWS)",UK,Adolescents;Emerging/Young adults;,Men;Women,"mindel, charlotte; oppong, crystal; rothwell, emily; sefi, aaron; jacob, jenna",10.1111/camh.12456,<a href='https://onlinelibrary.wiley.com/doi/10.1111/camh.12456' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1111/camh.12456</a>,"Mindel, Charlotte, Oppong, Crystal ... Jacob, Jenna (2021) Assessing the need of young people using online counselling services: How useful are standardised measures?. Child and Adolescent Mental Health 26:26(4):339-346",2021_058,assessing the need of young people using online counselling services: how useful are standardised measures?,"strengths and difficulties questionnaire (sdq),short warwick-edinburgh mental wellbeing scale (swemws)",Y,N,"Mindel, Charlotte, Oppong, Crystal ... Jacob, Jenna (2021)",
2021,2021,Treatment,English,Spanish,N,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",N,N,CORE-OM;,Unknown;,"Session Rating Scale (SRS),Working Alliance Theory of Change Inventory (WATOCI)",Spain,NA,Men;Women,"moggia, danilo; niño-robles, noelia; miller, scott d.; feixas, guillem",10.1080/03069885.2020.1778635,<a href='https://www.tandfonline.com/doi/full/10.1080/03069885.2020.1778635' target='_blank' >https://www.tandfonline.com/doi/full/10.1080/03069885.2020.1778635</a>,"Moggia, Danilo, Niño-Robles, Noelia ... Feixas, Guillem (2021) Psychometric properties of the Session Rating Scale 3.0 in a Spanish clinical sample. British Journal of Guidance & Counselling 49:49(5):648-659",2021_059,psychometric properties of the session rating scale 3.0 in a spanish clinical sample,"session rating scale (srs),working alliance theory of change inventory (watoci)",NA,NA,"Moggia, Danilo, Niño-Robles, Noelia ... Feixas, Guillem (2021)",
2022,2021,Treatment,English,Finnish,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",N,N,CORE-SF/A;,Paper and pencil;,Problematic Online Gaming Questionnaire (POGQ),Finland,Emerging/Young adults;,Men;Women,"männikkö, niko; mustonen, terhi; tanner, niina; vähänikkilä, hannu; kääriäinen, maria",10.1007/s11469-021-00559-2,<a href='https://link.springer.com/10.1007/s11469-021-00559-2' target='_blank' >https://link.springer.com/10.1007/s11469-021-00559-2</a>,"Männikkö, Niko, Mustonen, Terhi ... Kääriäinen, Maria (2022) Effectiveness of a brief group intervention program for young adults with gaming-related problems. International Journal of Mental Health and Addiction 20:20(5):2956-2972",2021_060,effectiveness of a brief group intervention program for young adults with gaming-related problems,problematic online gaming questionnaire (pogq),N,N,"Männikkö, Niko, Mustonen, Terhi ... Kääriäinen, Maria (2022)",Addictions/substance abuse; 
2021,2021,General population,English,NA,Y,Empirical,Multiple completions for other than therapy purposes,Y,N,CORE-10;,Electronic/automated instruments;,"Brief Community Assessment of Psychic Experiences Positive Scale (CAPE-P10),Visual Analog Scale (VAS),Thriving Scale (TS),Negative Mindset Scale (NMS)","Germany,Colombia, Brazil, Israel, Norway",Any adults;,Men;Women,"mækelæ, martin jensen; reggev, niv; defelipe, renata p.; dutra, natalia; tamayo, ricardo m.; klevjer, kristoffer; pfuhl, gerit",10.3389/fpsyg.2021.661149,<a href='https://www.frontiersin.org/articles/10.3389/fpsyg.2021.661149/full' target='_blank' >https://www.frontiersin.org/articles/10.3389/fpsyg.2021.661149/full</a>,"Mækelæ, Martin Jensen, Reggev, Niv ... Pfuhl, Gerit (2021) Identifying resilience factors of distress and paranoia during the COVID-19 outbreak in five countries. Frontiers in Psychology 12:661149",2021_061,identifying resilience factors of distress and paranoia during the covid-19 outbreak in five countries,"brief community assessment of psychic experiences positive scale (cape-p10),visual analog scale (vas),thriving scale (ts),negative mindset scale (nms)",N,N,"Mækelæ, Martin Jensen, Reggev, Niv ... Pfuhl, Gerit (2021)",
2021,2021,Treatment,English,English,Y,Empirical,Pre-post,Y,N,CORE-10;,Unknown;,NA,Canada,NA,Men;Women,"noble, jasmine m.; vuong, wesley; surood, shireen; urichuk, liana; greenshaw, andrew j.; agyapong, vincent i. o.",10.3389/fpsyt.2021.640795,<a href='https://www.frontiersin.org/articles/10.3389/fpsyt.2021.640795/full' target='_blank' >https://www.frontiersin.org/articles/10.3389/fpsyt.2021.640795/full</a>,"Noble, Jasmine M., Vuong, Wesley ... Agyapong, Vincent I. O. (2021) Text4Support mobile-based programming for individuals accessing addictions and mental health services—Retroactive program analysis at baseline, 12 weeks, and 6 months. Frontiers in Psychiatry 12:640795",2021_062,"text4support mobile-based programming for individuals accessing addictions and mental health services-retroactive program analysis at baseline, 12 weeks, and 6 months",NA,NA,NA,"Noble, Jasmine M., Vuong, Wesley ... Agyapong, Vincent I. O. (2021)",
2021,2021,Treatment,English,NA,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",Y,N,CORE-OM;,Unknown;,"Outcome Rating Scale (ORS),Session Rating Scale (SRS)",Finland,NA,Men;Women,"nyman-salonen, petra; kykyri, virpi-liisa; tschacher, wolfgang; muotka, joona; tourunen, anu; penttonen, markku; seikkula, jaakko",10.3389/fpsyg.2021.718353,<a href='https://www.frontiersin.org/articles/10.3389/fpsyg.2021.718353/full' target='_blank' >https://www.frontiersin.org/articles/10.3389/fpsyg.2021.718353/full</a>,"Nyman-Salonen, Petra, Kykyri, Virpi-Liisa ... Seikkula, Jaakko (2021) Nonverbal synchrony in couple therapy linked to clients’ well-being and the therapeutic alliance. Frontiers in Psychology 12:718353",2021_063,nonverbal synchrony in couple therapy linked to clients' well-being and the therapeutic alliance,"outcome rating scale (ors),session rating scale (srs)",NA,NA,"Nyman-Salonen, Petra, Kykyri, Virpi-Liisa ... Seikkula, Jaakko (2021)",
2021,2021,General population,English,Serbian,Y,Empirical,Only once,Y,N,CORE-OM;,Paper and pencil;,"Short Dark Triad (SD3),Comprehensive Assessment of Sadistic Tendencies (CAST)",Serbia,Any adults;,Men,"oljača, milan; sadiković, selka; dinić, bojana m.; baić, valentina",10.19090/pp.2021.4.509-537,<a href='https://primenjena.psihologija.ff.uns.ac.rs/index.php/pp/article/view/2367' target='_blank' >https://primenjena.psihologija.ff.uns.ac.rs/index.php/pp/article/view/2367</a>,"Oljača, Milan, Sadiković, Selka ... Baić, Valentina (2021) Dark tetrad and psychological distress among male violent offenders and male community adults. Primenjena psihologija 14:14(4):509-537",2021_064,dark tetrad and psychological distress among male violent offenders and male community adults,"short dark triad (sd3),comprehensive assessment of sadistic tendencies (cast)",N,N,"Oljača, Milan, Sadiković, Selka ... Baić, Valentina (2021)",Personality
2021,2021,Treatment,English,Spanish,N,Empirical,Multiple completions for other than therapy purposes,N,N,CORE-OM;,Unknown;,"Schwartz Outcome Scale-10 (SOS),Outcome Questionnaire (OQ-45)","Colombia,Peru",Any adults;,Men;Women,"ortiz, eliana; meneses báez, alba lucía; trujillo, adriana; núñez, césar; acevedo rodríguez, magda yaneth; albarracín rodríguez, ángela pilar; dominguez-lara, sergio",10.13129/2282-1619/MJCP-3056,<a href='https://cab.unime.it/journals/index.php/MJCP/article/view/3056' target='_blank' >https://cab.unime.it/journals/index.php/MJCP/article/view/3056</a>,"Ortiz, Eliana, Meneses Báez, Alba Lucía ... Dominguez-Lara, Sergio (2021) Psychometric properties of Clinical Outcomes in Routine Evaluation-Outcome Measure (CORE-OM) in Colombia and Peru. Mediterranean Journal of Clinical Psychology Vol 9:No 3 (2021)",2021_065,psychometric properties of clinical outcomes in routine evaluation-outcome measure (core-om) in colombia and peru,"schwartz outcome scale-10 (sos),outcome questionnaire (oq-45)",N,N,"Ortiz, Eliana, Meneses Báez, Alba Lucía ... Dominguez-Lara, Sergio (2021)",
2021,2021,Treatment,English,English,Y,Empirical,Pre-post,N,N,CORE-10;CORE-OM;,Unknown;,NA,UK,NA,Men;Women,"o’donnell, jennifer; pybis, joanne; bacon, jeremy",10.1002/capr.12393,<a href='https://onlinelibrary.wiley.com/doi/10.1002/capr.12393' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1002/capr.12393</a>,"O’Donnell, Jennifer, Pybis, Joanne ... Bacon, Jeremy (2021) Counselling in the third sector: To what extent are older adults accessing these services and how complete are the data third sector services collect measuring client psychological distress?. Counselling and Psychotherapy Research 21:21(2):382-392",2021_066,counselling in the third sector: to what extent are older adults accessing these services and how complete are the data third sector services collect measuring client psychological distress?,NA,NA,NA,"O’Donnell, Jennifer, Pybis, Joanne ... Bacon, Jeremy (2021)",
2021,2021,General population,English,Spanish,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",Y,N,CORE-OM;,Unknown;,"Schwartz Outcome Scale-19 (SOS-10),Outcome Questionnaire-45 (OQ-45)",Ecuador,NA,Men;Women;Unspecified,"paz, clara; evans, chris; valdiviezo-oña, jorge; osejo-taco, gabriel",10.1080/00223891.2020.1825963,<a href='https://www.tandfonline.com/doi/full/10.1080/00223891.2020.1825963' target='_blank' >https://www.tandfonline.com/doi/full/10.1080/00223891.2020.1825963</a>,"Paz, Clara, Evans, Chris ... Osejo-Taco, Gabriel (2021) Acceptability and psychometric properties of the Spanish translation of the Schwartz Outcome Scale-10 (SOS-10-E) outside the United States: A replication and extension in a Latin American context. Journal of Personality Assessment 103:103(5):695-704",2021_067,acceptability and psychometric properties of the spanish translation of the schwartz outcome scale-10 (sos-10-e) outside the united states: a replication and extension in a latin american context,"schwartz outcome scale-19 (sos-10),outcome questionnaire-45 (oq-45)",NA,NA,"Paz, Clara, Evans, Chris ... Osejo-Taco, Gabriel (2021)",
2021,2021,General population,English,"English, Spanish",Y,Empirical,Multiple completions for other than therapy purposes,Y,N,CORE-OM;,Electronic/automated instruments;,Schwartz Outcome Scale-10 (SOS-10),Ecuador,NA,Men;Women,"paz, clara; hermosa-bosano, carlos; evans, chris",10.3389/fpsyg.2021.688397,<a href='https://www.frontiersin.org/articles/10.3389/fpsyg.2021.688397/full' target='_blank' >https://www.frontiersin.org/articles/10.3389/fpsyg.2021.688397/full</a>,"Paz, Clara, Hermosa-Bosano, Carlos ... Evans, Chris (2021) What happens when individuals answer questionnaires in two different languages. Frontiers in Psychology 12:688397",2021_068,what happens when individuals answer questionnaires in two different languages,schwartz outcome scale-10 (sos-10),NA,NA,"Paz, Clara, Hermosa-Bosano, Carlos ... Evans, Chris (2021)",
2021,2021,Treatment,English,NA,Y,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,"Beck Depression Inventory-II (BDI-II),OutcomeQuestionnaire (OQ-45),Beck Anxiety Inventory (BAI),Yale Brown Obsessive-Compulsive Scale (Y-BOCS)",NA,NA,Not applicable,"paz, clara; mascialino, guido; proaño, karen; evans, chris",10.1080/10503307.2020.1750728,<a href='https://www.tandfonline.com/doi/full/10.1080/10503307.2020.1750728' target='_blank' >https://www.tandfonline.com/doi/full/10.1080/10503307.2020.1750728</a>,"Paz, Clara, Mascialino, Guido ... Evans, Chris (2021) Psychological intervention change measurement in Latin America: Where from? Where to?. Psychotherapy Research 31:31(1):132-141",2021_069,psychological intervention change measurement in latin america: where from? where to?,"beck depression inventory-ii (bdi-ii),outcomequestionnaire (oq-45),beck anxiety inventory (bai),yale brown obsessive-compulsive scale (y-bocs)",NA,NA,"Paz, Clara, Mascialino, Guido ... Evans, Chris (2021)",
2021,2021,Treatment,English,Spanish,Y,Non-empirical,Not applicable,NA,NA,CORE-OM;,NA,EuroQol (EQ-5D),NA,NA,Not applicable,"paz, clara; osejo-taco, gabriel; evans, chris",10.1136/bmjopen-2021-056361,<a href='https://bmjopen.bmj.com/lookup/doi/10.1136/bmjopen-2021-056361' target='_blank' >https://bmjopen.bmj.com/lookup/doi/10.1136/bmjopen-2021-056361</a>,"Paz, Clara, Osejo-Taco, Gabriel ... Evans, Chris (2021) Trajectories of success and/or distress: Protocol for an observational cohort study investigating changing psychological distress among emerging Ecuadorian adults over a year. BMJ Open 11:11(12):e056361",2021_070,trajectories of success and/or distress: protocol for an observational cohort study investigating changing psychological distress among emerging ecuadorian adults over a year,euroqol (eq-5d),NA,NA,"Paz, Clara, Osejo-Taco, Gabriel ... Evans, Chris (2021)",
2021,2021,Treatment,English,English,Y,Empirical,Only once,Y,N,CORE-10;,Unknown;,"Quick Inventory of Depressive Symptomology (QIDS),Generalized Anxienty Disorder (GAD-7),Work and Social Adjustment Scale (WSAS),Questionnaire about Process of Recovery (QPR),Warwick-Edinburgh Mental Well-Being Scale (WEMWBS)",UK,NA,Men;Women,"petros, natalia; cullen, alexis e.; vieira, sandra; rowland, emma; king, georgina; leung, wing see; fusar‐poli, paolo; mechelli, andrea; mcguire, philip",10.1111/eip.12991,<a href='https://onlinelibrary.wiley.com/doi/10.1111/eip.12991' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1111/eip.12991</a>,"Petros, Natalia, Cullen, Alexis E. ... McGuire, Philip (2021) Examining service-user perspectives for the development of a good outcome checklist for individuals at clinical high risk for psychosis. Early Intervention in Psychiatry 15:15(3):606-615",2021_071,examining service-user perspectives for the development of a good outcome checklist for individuals at clinical high risk for psychosis,"quick inventory of depressive symptomology (qids),generalized anxienty disorder (gad-7),work and social adjustment scale (wsas),questionnaire about process of recovery (qpr),warwick-edinburgh mental well-being scale (wemwbs)",NA,NA,"Petros, Natalia, Cullen, Alexis E. ... McGuire, Philip (2021)",Anxiety; Psychotic problems; 
